"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_verifications","neighbourhood_ward","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","reviews_per_month","review_scores_rating","instant_bookable"
8127680,42918024,"2015/08/30","within a few hours",90,91,"t",6,"['email', 'phone']","Ward 77",-33.92848,18.40164,"Entire home/apt",2,1.5,0,1,1853,4,1125,4,1125,5,5,5,216,24,0.2,4.83,"f"
40932082,8721830,"2013/09/09","within an hour",100,97,"t",29,"['email', 'phone']","Ward 57",-33.93836,18.46689,"Entire home/apt",4,2,4,4,713,2,30,2,1125,0,0,24,56,18,0.26,4.61,"t"
5.84e+17,3886732,"2012/10/16","within an hour",99,88,"f",83,"['email', 'phone', 'work_email']","Ward 115",-33.912422,18.414309,"Entire home/apt",2,1,1,0,965,2,1125,3.9,1125,16,46,60,140,41,0.97,4.54,"f"
1.03e+18,45730290,"2015/10/04","within an hour",91,99,"f",13,"['email', 'phone', 'work_email']","Ward 115",-33.9293,18.44577,"Entire home/apt",2,1,1,1,646,2,365,2,365,1,27,57,237,34,1.52,4.62,"t"
1.17e+18,119763594,"2017/03/08","within an hour",100,100,"f",7,"['email', 'phone', 'work_email']","Ward 64",-34.09896,18.4787,"Entire home/apt",9,3,6,0,1980,1,1125,1,1125,12,28,56,298,2,0.9,3,"t"
29835896,101609386,"2016/10/28","within an hour",86,95,"f",12,"['email', 'phone', 'work_email']","Ward 115",-33.92484,18.41478,"Entire home/apt",4,2,2,2,3800,3,30,3,30,29,59,89,269,6,0.07,4.33,"f"
1.29e+18,661594580,"2024/11/11","within a few hours",90,94,"t",1,"['email', 'phone']","Ward 74",-34.04558841,18.34705297,"Private room",2,1,1,1,567,1,28,1,28,22,41,46,116,16,1.97,4.94,"f"
1.02e+18,111638539,"2017/01/15","within an hour",100,100,"t",10,"['email', 'phone']","Ward 54",-33.94896,18.38413,"Entire home/apt",2,1.5,1,1,1617,2,365,2,365,3,4,17,262,43,1.91,5,"f"
8.03e+17,3961453,"2012/10/24","within an hour",100,100,"f",108,"['phone']","Ward 55",-33.886127,18.515035,"Entire home/apt",4,2,2,3,1379,1,1125,91,1125,27,57,80,331,4,0.18,4.5,"t"
31330798,230195442,"2018/12/11","within a few hours",100,71,"f",3,"['email', 'phone']","Ward 2",-33.8935,18.59947,"Entire home/apt",4,1,1,3,497,1,1125,1,1125,17,45,49,49,52,0.63,4.63,"f"
9.39e+17,252949784,"2019/04/03","within a few hours",89,100,"f",2,"['email', 'phone']","Ward 58",-33.99693,18.47584,"Entire home/apt",9,4,5,7,4021,3,365,4.6,365,0,26,37,301,1,0.11,5,"f"
1.18e+18,123610572,"2017/03/31","within a few hours",100,94,"t",1,"['phone']","Ward 64",-34.15135,18.43862,"Entire home/apt",2,1,1,1,2268,2,365,2,365,13,21,21,235,57,4.02,5,"f"
7.75e+17,1040545,"2011/08/30","within a few hours",100,68,"t",1,"['email', 'phone', 'work_email']","Ward 115",-33.93366,18.41445,"Entire home/apt",4,3.5,2,2,3400,2,25,2,25,22,52,67,309,26,0.78,4.77,"f"
1.28e+18,27980864,"2015/02/19","within an hour",96,97,"f",72,"['email', 'phone']","Ward 115",-33.9197911,18.4242716,"Entire home/apt",2,1,2,1,1608,1,365,1,1125,30,60,90,365,2,0.18,4.5,"t"
9.15e+17,60357586,"2016/02/25","within a few hours",83,84,"t",5,"['email', 'phone']","Ward 74",-34.03907,18.35351,"Entire home/apt",6,3.5,3,3,2700,4,90,4.2,90,16,37,66,299,17,0.79,4.94,"f"
1.31e+18,387981700,"2021/02/10","within an hour",100,100,"f",1,"['email', 'phone']","Ward 55",-33.8935801,18.4825472,"Entire home/apt",2,1,1,1,898,2,365,2,365,2,28,40,54,4,0.45,4.5,"t"
3628304,2596900,"2012/06/10","within an hour",100,75,"f",2,"['email', 'phone']","Ward 64",-34.12128,18.45539,"Entire home/apt",6,1.5,3,5,2745,3,90,3.4,90,28,58,81,303,20,0.16,4.65,"f"
5.9e+17,142353795,"2017/07/25","within an hour",100,93,"t",1,"['email', 'phone', 'work_email']","Ward 64",-34.13369,18.43237,"Entire home/apt",2,1,1,1,1116,3,35,3,35,19,49,66,324,21,0.51,5,"f"
25158095,112701623,"2017/01/22","within an hour",100,94,"t",2,"['email', 'phone']","Ward 115",-33.9222,18.41984,"Entire home/apt",4,1,2,2,1203,5,1125,4,1125,0,0,0,109,106,1.25,4.91,"f"
7.04e+17,123718154,"2017/04/01","within an hour",100,75,"f",2,"['email', 'phone']","Ward 23",-33.79182,18.45769,"Entire home/apt",4,2,2,3,1215,3,365,3,365,0,12,21,238,13,0.36,4.77,"f"
52551299,16321434,"2014/06/03","within an hour",100,96,"t",1,"['email', 'phone']","Ward 115",-33.91079,18.41451,"Entire home/apt",6,3.5,3,3,9031,2,1125,2,1125,18,43,54,273,24,0.5,5,"f"
9.08e+17,518509682,"2023/06/06","within a day",100,100,"f",2,"['email', 'phone']","Ward 74",-34.0519491,18.3380183,"Entire home/apt",2,1,1,1,1658,2,1125,2,1125,22,35,35,258,9,0.38,5,"t"
28548882,212934270,"2018/09/01","within an hour",100,100,"f",3,"['email', 'phone']","Ward 74",-34.03937,18.34988,"Entire home/apt",4,2,2,4,2824,2,1125,2,731,15,30,38,155,11,0.14,5,"t"
8.93e+17,3961453,"2012/10/24","within an hour",100,100,"f",108,"['phone']","Ward 23",-33.818121,18.475444,"Entire home/apt",4,2,2,2,1581,1,365,3.4,365,19,49,72,347,7,0.25,4,"t"
26510942,188484678,"2018/05/08","within an hour",100,100,"t",3,"['email', 'phone']","Ward 115",-33.91168,18.40882,"Entire home/apt",2,1,1,1,1415,5,199,5,199,16,16,21,296,14,0.17,5,"t"
1.35e+18,14120131,"2014/04/10","within an hour",100,94,"f",30,"['email', 'phone']","Ward 115",-33.91623992,18.41855975,"Entire home/apt",2,1,1,1,2075,2,365,2.5,365,30,60,90,365,1,0.14,4,"t"
8.64e+17,466702473,"2022/06/29","within an hour",100,100,"t",3,"['email', 'phone']","Ward 64",-34.109063,18.467901,"Entire home/apt",2,1,0,1,823,2,120,2,1125,25,48,71,304,19,0.72,4.79,"t"
14067858,5509428,"2013/03/18","within an hour",100,94,"f",20,"['email', 'phone', 'work_email']","Ward 115",-33.92371,18.42326,"Entire home/apt",2,1,1,1,1417,3,1125,1.5,1125,22,49,79,349,13,0.16,4.23,"t"
1.41e+18,690003862,"2025/04/14","within a few hours",94,87,"f",10,"['email', 'phone']","Ward 54",-33.9414,18.37818,"Entire home/apt",6,3,3,3,18000,3,365,3.7,365,0,0,11,280,3,1.23,5,"f"
4551049,23560532,"2014/11/10","within an hour",90,97,"f",2,"['email', 'phone', 'work_email']","Ward 73",-34.03547,18.45273,"Entire home/apt",5,2,3,3,3742,4,700,4,700,27,57,87,355,28,0.34,4.96,"f"
9.55e+17,526077132,"2023/07/16","within an hour",100,100,"f",7,"['email', 'phone']","Ward 60",-33.98133,18.50138,"Private room",2,1,1,1,629,1,365,1,365,30,60,87,118,10,0.41,4.4,"f"
46032076,12545676,"2014/02/24","within a few hours",100,83,"t",22,"['email', 'phone']","Ward 55",-33.89152527,18.51581764,"Entire home/apt",2,1,1,1,1150,4,30,4.3,30,21,51,81,171,3,0.05,5,"f"
8.16e+17,62093209,"2016/03/08","within a few hours",90,92,"f",25,"['email', 'phone']","Ward 57",-33.9507,18.47052,"Private room",1,2,1,1,424,7,365,7,365,29,59,89,364,4,0.13,4.25,"f"
1.1e+18,124107106,"2017/04/03","within an hour",100,100,"t",10,"['email', 'phone']","Ward 85",-34.12006,18.83186,"Entire home/apt",6,1.5,3,5,1672,1,365,1.3,731,17,25,28,256,7,0.55,5,"t"
1.01e+18,93686033,"2016/09/05","within an hour",100,85,"f",1,"['phone']","Ward 85",-34.1206213,18.8320973,"Entire home/apt",4,1,2,3,1416,1,365,1,365,22,41,63,266,18,0.82,4.94,"t"
1.3e+18,415611613,"2021/07/28","a few days or more",24,19,"f",3,"['phone']","Ward 54",-33.9185959,18.3868968,"Entire home/apt",2,1,1,1,990,1,365,1,365,29,59,71,301,1,0.14,3,"f"
8.78e+17,97123974,"2016/09/28","within an hour",100,92,"f",2,"['email', 'phone']","Ward 115",-33.91847,18.42263,"Entire home/apt",2,1,1,1,1189,2,365,2,365,18,47,75,157,63,2.15,4.9,"f"
9.55e+17,526077132,"2023/07/16","within an hour",100,100,"f",7,"['email', 'phone']","Ward 60",-33.9822,18.50211,"Private room",2,1,1,1,772,1,365,1,365,30,60,87,357,38,1.52,4.68,"f"
5.55e+17,237367557,"2019/01/18","within an hour",85,72,"f",21,"['email', 'phone', 'work_email']","Ward 115",-33.91001,18.41298,"Entire home/apt",2,1,1,1,3145,1,120,1.3,120,22,50,77,347,5,0.11,5,"f"
12576489,32824277,"2015/05/07","within a few hours",100,90,"t",17,"['email', 'phone']","Ward 115",-33.91366,18.41502,"Entire home/apt",6,3,3,3,5000,4,1125,6.6,1125,0,0,27,62,54,0.62,4.94,"f"
8.57e+17,172110226,"2018/02/07","within an hour",100,100,"f",48,"['email', 'phone', 'work_email']","Ward 23",-33.79300864,18.45795875,"Entire home/apt",4,2,2,3,1155,5,365,3,731,8,14,28,159,18,0.79,4.89,"t"
50124878,20602565,"2014/08/27","within an hour",100,94,"t",75,"['email', 'phone', 'work_email']","Ward 115",-33.91871,18.4206,"Entire home/apt",2,1,1,1,1786,2,1125,2.3,1125,6,12,35,100,189,3.59,4.87,"f"
1.15e+18,508239740,"2023/04/02","within an hour",88,77,"t",2,"['email', 'phone']","Ward 86",-34.12719013,18.83565973,"Entire home/apt",3,1,2,1,1250,21,365,21,365,5,13,13,200,6,0.5,5,"f"
10003291,8770031,"2013/09/11","within a day",70,67,"t",6,"['email', 'phone', 'work_email']","Ward 115",-33.90822,18.41865,"Entire home/apt",6,2,3,6,8100,2,1125,2.2,1125,30,60,82,338,15,0.14,4.33,"f"
8.45e+17,30275500,"2015/03/30","within an hour",100,98,"t",4,"['email', 'phone', 'work_email']","Ward 59",-33.99215565,18.45760809,"Entire home/apt",6,3.5,3,3,5094,3,90,3.3,90,4,14,23,62,38,1.25,4.92,"f"
5502834,28541795,"2015/03/01","within an hour",100,100,"t",3,"['email', 'phone']","Ward 115",-33.91092,18.40343,"Entire home/apt",2,1,0,1,1049,4,365,4,1125,22,31,51,255,169,1.42,4.96,"f"
1.34e+18,90798683,"2016/08/19","within an hour",100,97,"t",55,"['email', 'phone']","Ward 115",-33.91490407,18.41922216,"Entire home/apt",3,1,1,2,2445,2,1125,2.2,1079,11,41,71,161,7,0.95,4.86,"f"
9.63e+17,481091817,"2022/09/26","within an hour",100,100,"f",7,"['email', 'phone']","Ward 77",-33.9238647,18.4111077,"Entire home/apt",6,2,3,3,1935,1,365,1.2,1125,10,40,59,320,29,1.19,4.1,"t"
9.09e+17,109103113,"2016/12/30","within an hour",100,100,"t",16,"['email', 'phone', 'work_email']","Ward 73",-34.02484,18.45698,"Entire home/apt",2,1,1,1,907,1,365,3.7,1125,2,29,44,276,42,2.18,4.86,"t"
4299489,22143383,"2014/10/05","within a day",80,57,"f",6,"['email', 'phone']","Ward 23",-33.815,18.47288,"Entire home/apt",2,1,1,4,1035,14,1125,14,1125,0,0,0,271,4,0.03,4.25,"f"
22201075,162184454,"2017/12/11","within an hour",89,96,"t",1,"['email', 'phone']","Ward 73",-34.03935,18.44622,"Entire home/apt",4,2,2,2,1629,3,1125,3,1125,7,13,20,146,79,0.84,4.97,"f"
1.26e+18,8108425,"2013/08/12","within an hour",100,90,"t",72,"['email', 'phone', 'work_email']","Ward 54",-33.91515291,18.39468798,"Entire home/apt",2,1,1,1,964,1,365,3.3,248.9,4,9,25,271,25,2.18,4.8,"t"
7.62e+17,258188986,"2019/04/26","within an hour",100,100,"t",3,"['email', 'phone']","Ward 115",-33.91903,18.41869,"Entire home/apt",4,2,2,2,3000,2,365,2,365,0,0,0,150,35,1.04,4.83,"t"
1.41e+18,690489138,"2025/04/17","within a few hours",75,38,"f",8,"['email', 'phone']","Ward 23",-33.8006173,18.4743355,"Private room",2,1,1,1,528,1,365,1,365,19,41,54,315,2,0.44,5,"f"
53732545,435188267,"2021/12/08","within a day",100,100,"f",1,"['email', 'phone']","Ward 69",-34.11609,18.37807,"Entire home/apt",8,3.5,4,4,8000,7,30,7,30,0,1,2,203,1,0.05,5,"f"
1.25e+18,652745623,"2024/09/18","within an hour",100,50,"f",2,"['phone']","Ward 77",-33.9208407,18.4165819,"Entire home/apt",2,1,1,1,2375,1,30,1,30,29,59,89,364,2,0.22,5,"f"
49358941,176989679,"2018/03/06","within an hour",100,100,"f",3,"['email', 'phone']","Ward 105",-33.82542,18.741669,"Entire home/apt",2,1,1,2,1125,1,60,1,1125,28,58,88,363,4,0.08,4.25,"t"
37363372,20602565,"2014/08/27","within an hour",100,94,"t",75,"['email', 'phone', 'work_email']","Ward 115",-33.91283,18.41444,"Entire home/apt",4,1,2,2,1476,2,1125,2,1125,22,52,60,132,150,2.01,4.67,"f"
29501928,143128916,"2017/07/29","within a few hours",100,89,"f",1,"['email', 'phone']","Ward 100",-34.1583,18.86847,"Entire home/apt",4,2,2,3,1350,3,1125,3,1125,30,60,84,355,28,0.34,4.54,"t"
6.6e+17,22601421,"2014/10/16","within a few hours",100,83,"f",1,"['email', 'phone', 'work_email']","Ward 54",-33.92145,18.38945,"Entire home/apt",4,2,2,3,2686,7,90,5.9,90,13,13,38,307,13,0.38,5,"f"
1.29e+18,449048067,"2022/03/11","within an hour",100,90,"f",10,"['email', 'phone']","Ward 115",-33.92574345,18.45646898,"Entire home/apt",2,1,1,1,468,3,180,3.6,1125,10,12,28,105,20,2.03,4.6,"f"
1.45e+18,702195839,"2025/06/19","within an hour",100,100,"f",1,"['email', 'phone']","Ward 115",-33.9098075,18.4130463,"Entire home/apt",4,2,2,2,2170,2,90,2.3,1125,19,49,79,352,2,1.25,5,"t"
1.1e+18,54627693,"2016/01/14","within an hour",100,83,"f",2,"['phone']","Ward 61",-34.19754,18.43128,"Entire home/apt",4,2,2,2,2568,2,90,2,90,21,47,68,184,8,0.48,5,"t"
1.18e+18,583047666,"2024/06/12","within an hour",100,93,"f",1,"['email', 'phone']","Ward 115",-33.91399,18.42576,"Entire home/apt",4,2,2,3,1058,2,1080,2.2,1125,13,43,71,327,50,3.28,4.64,"f"
7.87e+17,65747649,"2016/04/04","within an hour",100,100,"f",6,"['email', 'phone']","Ward 77",-33.93412,18.41797,"Private room",2,1.5,1,1,735,1,1125,1.2,731,0,0,0,84,6,0.4,4.67,"t"
1.4e+18,690708108,"2025/04/18","within an hour",100,86,"f",16,"['email', 'phone']","Ward 115",-33.92202,18.420753,"Entire home/apt",2,1,1,0,698,2,1080,2.2,1125,10,40,70,345,3,1.25,4.67,"f"
5.74e+17,34887102,"2015/06/03","within an hour",100,100,"t",1,"['email', 'phone']","Ward 15",-34.0618608,18.83004413,"Entire home/apt",8,2.5,4,5,3705,3,365,3,1125,11,22,31,233,85,2,4.86,"f"
1.33e+18,473871672,"2022/08/07","within an hour",100,92,"f",3,"['email', 'phone']","Ward 74",-34.0454101,18.3469179,"Entire home/apt",8,2,4,4,5400,1,365,1,365,28,58,81,345,5,0.67,5,"t"
48899310,2516345,"2012/06/01","within an hour",100,100,"f",85,"['email', 'phone']","Ward 115",-33.91731,18.42049,"Entire home/apt",4,2,2,2,3034,1,1125,3,1125,22,52,81,328,3,0.05,4,"t"
7e+17,2995885,"2012/07/20","within an hour",100,87,"t",2,"['email', 'phone', 'work_email']","Ward 115",-33.9286504,18.4237636,"Entire home/apt",2,1,0,2,618,2,90,2,90,20,33,33,152,46,1.25,4.87,"f"
50030951,394960790,"2021/03/31","within an hour",100,100,"t",3,"['email', 'phone']","Ward 54",-33.91474,18.39396,"Entire home/apt",2,1,1,1,2500,5,365,5,1125,0,0,12,37,17,0.42,4.47,"f"
31611629,118478971,"2017/02/28","within a day",100,94,"f",1,"['email', 'phone']","Ward 83",-34.11629,18.82681,"Entire home/apt",4,1,1,1,836,2,1125,2,1125,22,52,82,82,63,0.78,4.6,"f"
1.48e+18,97480954,"2016/10/01","within a day",100,60,"f",3,"['email', 'phone', 'work_email']","Ward 107",-33.8211424,18.4822408,"Entire home/apt",6,2,3,2,2509,7,180,6.8,180,27,57,72,190,1,0.63,3,"f"
1.17e+18,581448833,"2024/06/04","within an hour",100,100,"f",1,"['email', 'phone']","Ward 115",-33.9000827,18.4076249,"Entire home/apt",2,1,1,1,907,2,365,2.3,1125,17,42,72,322,10,0.65,4.5,"t"
1.1e+18,551075151,"2023/12/15","within an hour",100,100,"f",46,"['phone']","Ward 54",-33.912891,18.39192,"Entire home/apt",2,1,0,1,1230,1,60,1.9,1125,19,46,76,346,14,1.07,4.64,"t"
9131849,1202749,"2011/09/24","within a few hours",100,71,"f",2,"['email', 'phone']","Ward 54",-33.92457,18.38313,"Entire home/apt",7,3,3,3,13776,8,30,8,1125,23,53,78,343,1,0.01,5,"f"
122455,613674,"2011/05/22","within an hour",100,100,"f",2,"['email', 'phone', 'work_email']","Ward 115",-33.91026,18.40473,"Entire home/apt",7,2.5,4,4,3897,3,30,3.1,1125,30,32,32,39,39,0.86,4.79,"f"
1.05e+18,34496867,"2015/05/29","within an hour",100,97,"f",12,"['email', 'phone']","Ward 69",-34.1038987,18.3964032,"Entire home/apt",7,3.5,5,5,4172,3,365,3.5,731,29,56,80,216,2,0.1,5,"t"
1.27e+18,657583288,"2024/10/17","within an hour",100,100,"f",11,"['email', 'phone']","Ward 54",-33.9129071,18.3962561,"Entire home/apt",2,1,0,1,1347,1,90,1.3,2.7,30,33,33,33,10,0.95,4.1,"t"
4201714,21798782,"2014/09/26","within a few hours",100,100,"f",1,"['email', 'phone', 'work_email']","Ward 62",-33.98439,18.44481,"Entire home/apt",8,3,4,4,5800,7,60,7,60,1,1,12,12,13,0.11,4.85,"f"
9.9e+17,48303994,"2015/11/06","within an hour",100,78,"t",55,"['email', 'phone']","Ward 62",-34.01694,18.41845,"Entire home/apt",10,6.5,6,7,24261,7,365,7,365,30,60,90,365,1,0.14,5,"f"
1.14e+18,85784485,"2016/07/25","within an hour",100,100,"t",5,"['email', 'phone']","Ward 69",-34.1001264,18.3646753,"Entire home/apt",9,3,5,5,5869,5,90,5,90,28,53,69,319,9,0.74,5,"f"
1e+18,512754700,"2023/05/02","within an hour",100,99,"t",5,"['email', 'phone']","Ward 59",-33.98982266,18.46791055,"Private room",2,1,1,1,799,2,365,2,365,0,0,0,270,8,0.35,4.75,"f"
44483538,164997733,"2017/12/30","within an hour",86,85,"t",9,"['email', 'phone']","Ward 54",-33.96278,18.37503,"Entire home/apt",2,1,1,1,7076,1,1125,1.3,1106.5,24,38,61,315,9,0.15,4.89,"f"
1.29e+18,437836003,"2021/12/28","within an hour",100,99,"f",165,"['email', 'phone']","Ward 54",-33.91086,18.39537,"Entire home/apt",2,1,1,1,1401,1,365,3.8,365,11,36,66,267,11,1.22,4.73,"t"
1.48e+18,318018194,"2019/12/16","within an hour",100,100,"f",1,"['email', 'phone']","Ward 115",-33.9219306,18.41871388,"Entire home/apt",2,1,1,1,1083,2,28,2.1,28,7,37,67,342,5,3.33,5,"f"
1.19e+18,223269541,"2018/10/30","within an hour",99,95,"t",11,"['email', 'phone', 'work_email']","Ward 115",-33.9153438,18.4159169,"Entire home/apt",4,2,2,2,1994,3,50,3,50,15,37,67,95,47,3.17,4.85,"f"
1.13e+18,570915627,"2024/04/06","within an hour",100,100,"t",4,"['email', 'phone']","Ward 70",-33.87399714,18.63027154,"Entire home/apt",5,2,2,2,1208,1,1125,1,1125,9,32,47,302,18,1.04,4.89,"t"
1.06e+18,31361698,"2015/04/16","within an hour",100,84,"t",63,"['email', 'phone']","Ward 115",-33.9238605,18.4157589,"Entire home/apt",4,2,2,2,2842,3,90,4,1125,16,26,40,186,28,1.49,4.96,"f"
42981775,89251882,"2016/08/11","within an hour",97,95,"t",3,"['email', 'phone']","Ward 23",-33.80599,18.48004,"Entire home/apt",8,3,4,5,3402,2,30,2,30,13,26,46,282,232,3.65,4.92,"f"
33331116,60574269,"2016/02/27","within a day",50,63,"f",1,"['email', 'phone']","Ward 23",-33.6992,18.44113,"Entire home/apt",2,1,0,1,817,2,90,2,90,0,4,23,23,28,0.36,5,"f"
1.27e+18,90798683,"2016/08/19","within an hour",100,97,"t",55,"['email', 'phone']","Ward 54",-33.91261444,18.38914286,"Entire home/apt",3,1,2,4,1797,2,1125,2.4,1073.1,16,27,54,134,16,1.39,4.81,"f"
42579878,22404007,"2014/10/11","within a few hours",100,89,"t",15,"['email', 'phone', 'work_email']","Ward 115",-33.90923,18.40094,"Entire home/apt",4,2,2,5,3152,6,200,6.1,200,1,1,24,263,16,0.27,4.94,"f"
1.27e+18,3414028,"2012/08/29","within an hour",97,74,"t",35,"['email', 'phone']","Ward 23",-33.79265987,18.45847763,"Entire home/apt",2,1,1,1,1117,5,365,5,365,19,49,63,302,2,0.18,4.5,"f"
1.08e+18,47435679,"2015/10/26","within a day",90,77,"f",2,"['email', 'phone', 'work_email']","Ward 2",-33.890204,18.5985901,"Entire home/apt",16,8,8,12,7200,1,365,1,1125,0,0,5,18,26,1.39,4.73,"t"
17651877,54456182,"2016/01/13","within a few hours",100,100,"f",2,"['email', 'phone']","Ward 74",-34.02204,18.35562,"Entire home/apt",6,2,4,5,4427,5,21,5,21,0,0,12,188,11,0.12,4.82,"f"
1.11e+18,20485489,"2014/08/24","within a few hours",100,85,"t",2,"['email', 'phone']","Ward 23",-33.79044,18.45821,"Entire home/apt",3,1,1,2,927,1,730,2,730,20,44,73,112,22,1.19,5,"f"
1.02e+18,21324762,"2014/09/14","within an hour",100,91,"t",3,"['email', 'phone', 'work_email']","Ward 54",-33.91491353,18.3956043,"Entire home/apt",2,1,1,1,945,1,1125,1,1125,0,26,56,236,15,0.71,4.87,"f"
1.42e+18,100226772,"2016/10/18","within an hour",100,100,"f",1,"['email', 'phone']","Ward 115",-33.91951572,18.42338776,"Entire home/apt",4,2,2,2,1448,2,15,5,1125,12,42,72,213,16,3.97,4.81,"t"
1.09e+18,7768299,"2013/07/28","within an hour",100,50,"f",4,"['email', 'phone', 'work_email']","Ward 84",-34.06374,18.88326,"Entire home/apt",2,1,1,1,3150,12,365,11.4,365,0,0,18,210,2,0.1,5,"f"
8.1e+17,63094540,"2016/03/15","within an hour",100,60,"t",5,"['email', 'phone']","Ward 23",-33.81659,18.47986,"Entire home/apt",2,1,1,1,772,14,365,14,365,28,58,88,226,11,0.35,5,"f"
36479683,3929808,"2012/10/20","within a few hours",100,83,"t",17,"['email', 'phone', 'work_email']","Ward 54",-33.95458,18.38184,"Entire home/apt",12,7,6,6,33508,4,180,5,180,5,17,39,225,41,0.68,4.93,"f"
5.68e+17,446310857,"2022/02/22","within an hour",100,100,"f",1,"['email', 'phone']","Ward 115",-33.91096,18.41508,"Entire home/apt",6,3,3,4,5165,2,365,2.4,1125,17,47,77,336,57,1.33,4.6,"f"
1.03e+18,23052987,"2014/10/28","within an hour",90,66,"f",2,"['email', 'phone']","Ward 62",-33.98487,18.45037,"Entire home/apt",2,1,1,1,950,1,30,1,30,26,52,71,71,46,2.07,4.8,"f"
1.23e+18,20218142,"2014/08/18","within an hour",100,63,"t",49,"['email', 'phone']","Ward 115",-33.9111734,18.4208039,"Entire home/apt",2,1,1,1,3343,1,365,1.6,365,3,7,24,186,1,0.14,5,"f"
6.07e+17,15856901,"2014/05/22","within a day",100,50,"f",1,"['email', 'phone', 'work_email']","Ward 69",-34.117065,18.377035,"Entire home/apt",6,3.5,3,4,5980,4,365,4,365,27,57,75,344,6,0.16,4.83,"f"
30497853,19217087,"2014/07/31","within a few hours",100,56,"f",3,"['email', 'phone', 'work_email']","Ward 70",-33.85848,18.63651,"Entire home/apt",7,3,3,4,1770,1,1125,1,1125,6,36,51,231,11,0.16,4.64,"f"
31726934,215320323,"2018/09/14","within a few hours",100,91,"t",1,"['email', 'phone']","Ward 73",-34.02351,18.4623,"Entire home/apt",2,1,1,1,565,4,1125,4,1125,28,58,88,350,57,0.72,4.79,"f"
1.33e+18,668382630,"2024/12/23","within an hour",100,86,"f",1,"['email', 'phone']","Ward 115",-33.92584,18.41512,"Entire home/apt",2,1,1,1,423,2,1080,2.2,1125,25,55,85,360,3,0.38,2.67,"f"
1.33e+18,673124977,"2025/01/15","within an hour",100,96,"f",1,"['email', 'phone']","Ward 54",-33.91135,18.39283,"Entire home/apt",4,2,2,0,1913,2,1080,2.2,1125,4,9,14,214,16,2.27,4.69,"f"
8.03e+17,488733978,"2022/11/22","within an hour",91,99,"t",47,"['phone']","Ward 54",-33.9110451,18.3922732,"Entire home/apt",2,1,0,2,1488,1,60,1.9,1125,9,16,22,268,62,1.9,4.9,"t"
1.41e+18,691821558,"2025/04/24","within an hour",100,100,"f",1,"['email', 'phone']","Ward 115",-33.9238604,18.4157589,"Entire home/apt",2,1,0,1,729,3,365,3.2,1125,8,30,53,323,2,2,5,"t"
8.33e+17,103307335,"2016/11/11","within a day",88,33,"f",1,"['email', 'phone']","Ward 62",-34.02631,18.44067,"Entire home/apt",6,3,3,3,8900,7,15,7,15,29,59,82,239,2,0.09,5,"f"
1.06e+18,317697598,"2019/12/15","within an hour",95,100,"t",2,"['email', 'phone']","Ward 61",-34.19694,18.44663,"Entire home/apt",4,1.5,2,3,2636,2,365,2,365,16,44,61,93,57,3.33,4.88,"t"
21863170,46444944,"2015/10/13","within an hour",100,98,"t",2,"['email', 'phone']","Ward 64",-34.10117,18.46611,"Entire home/apt",6,2,3,5,5000,7,25,7,25,0,0,10,23,3,0.03,5,"f"
1.32e+18,8417940,"2013/08/26","within a few hours",100,93,"f",3,"['email', 'phone']","Ward 115",-33.91559524,18.41648824,"Entire home/apt",4,2,2,2,2449,2,365,2.4,365,17,47,77,309,1,1,5,"f"
22236999,122790011,"2017/03/27","within an hour",100,93,"f",8,"['phone']","Ward 8",-33.89861,18.70734,"Entire home/apt",4,1,1,3,800,2,120,2.2,731,0,27,57,320,4,0.04,4.25,"t"
3015300,7560949,"2013/07/18","within a few hours",100,91,"t",6,"['email', 'phone']","Ward 61",-34.20770447,18.45640606,"Entire home/apt",6,3.5,3,3,5000,1,90,1.4,1125,24,51,79,354,71,0.54,4.85,"t"
1.2e+18,20600730,"2014/08/27","within an hour",100,90,"f",109,"['email', 'phone', 'work_email']","Ward 115",-33.91601,18.41771,"Entire home/apt",4,2,2,2,2802,2,365,2.2,365,25,52,75,316,20,1.82,4.95,"f"
15716543,16318948,"2014/06/03","within an hour",100,100,"t",6,"['email', 'phone']","Ward 115",-33.92081,18.42383,"Entire home/apt",6,2,2,3,2262,2,1125,3.1,731,4,14,37,265,155,1.43,4.78,"t"
1.27e+18,657601031,"2024/10/17","within an hour",100,91,"f",1,"['email', 'phone']","Ward 74",-34.0385751,18.365304,"Entire home/apt",10,3,5,0,3081,4,365,5.3,365,12,21,35,221,5,0.53,4.8,"t"
7.66e+17,9669737,"2013/10/27","within an hour",99,100,"t",25,"['email', 'phone']","Ward 115",-33.9237787,18.4216377,"Entire home/apt",4,2,2,3,2551,1,365,1,1125,5,32,47,294,133,3.93,4.95,"f"
53837211,435995666,"2021/12/14","within an hour",100,99,"f",5,"['email', 'phone']","Ward 115",-33.92584,18.42165,"Entire home/apt",4,1,0,2,2009,1,1125,1.1,731,19,38,50,118,5,0.11,5,"t"
